State,District,Block,Date,Rainfall
Punjab,Gurdaspur,Batala,1985-03-01,0.0
Punjab,Gurdaspur,Batala,1985-03-02,0.0
Punjab,Gurdaspur,Batala,1985-03-03,0.0
Punjab,Gurdaspur,Batala,1985-03-04,0.0
Punjab,Gurdaspur,Batala,1985-03-05,0.0
Punjab,Gurdaspur,Batala,1985-03-06,0.0
Punjab,Gurdaspur,Batala,1985-03-07,0.0
Punjab,Gurdaspur,Batala,1985-03-08,0.0
Punjab,Gurdaspur,Batala,1985-03-09,0.0
Punjab,Gurdaspur,Batala,1985-03-10,0.0
Punjab,Gurdaspur,Batala,1985-03-11,0.0
Punjab,Gurdaspur,Batala,1985-03-12,0.0
Punjab,Gurdaspur,Batala,1985-03-13,0.0
Punjab,Gurdaspur,Batala,1985-03-14,0.0
Punjab,Gurdaspur,Batala,1985-03-15,0.0
Punjab,Gurdaspur,Batala,1985-03-16,0.0
Punjab,Gurdaspur,Batala,1985-03-17,0.0
Punjab,Gurdaspur,Batala,1985-03-18,0.0
Punjab,Gurdaspur,Batala,1985-03-19,0.0
Punjab,Gurdaspur,Batala,1985-03-20,0.0
Punjab,Gurdaspur,Batala,1985-03-21,0.0
Punjab,Gurdaspur,Batala,1985-03-22,0.0
Punjab,Gurdaspur,Batala,1985-03-23,0.0
Punjab,Gurdaspur,Batala,1985-03-24,0.0
Punjab,Gurdaspur,Batala,1985-03-25,0.0
Punjab,Gurdaspur,Batala,1985-03-26,0.0
Punjab,Gurdaspur,Batala,1985-03-27,0.0
Punjab,Gurdaspur,Batala,1985-03-28,2.121680684
Punjab,Gurdaspur,Batala,1985-03-29,0.0
Punjab,Gurdaspur,Batala,1985-03-30,1.710869403
Punjab,Gurdaspur,Batala,1985-03-31,0.0
Punjab,Gurdaspur,Batala,1985-04-01,0.0
Punjab,Gurdaspur,Batala,1985-04-02,0.0
Punjab,Gurdaspur,Batala,1985-04-03,0.0
Punjab,Gurdaspur,Batala,1985-04-04,17.08367658
Punjab,Gurdaspur,Batala,1985-04-05,0.0
Punjab,Gurdaspur,Batala,1985-04-06,0.0
Punjab,Gurdaspur,Batala,1985-04-07,0.5255932182
Punjab,Gurdaspur,Batala,1985-04-08,1.860488065
Punjab,Gurdaspur,Batala,1985-04-09,2.170485446
Punjab,Gurdaspur,Batala,1985-04-10,2.368091609
Punjab,Gurdaspur,Batala,1985-04-11,0.0
Punjab,Gurdaspur,Batala,1985-04-12,0.0
Punjab,Gurdaspur,Batala,1985-04-13,0.0
Punjab,Gurdaspur,Batala,1985-04-14,0.003624411225
Punjab,Gurdaspur,Batala,1985-04-15,0.0
Punjab,Gurdaspur,Batala,1985-04-16,0.0
Punjab,Gurdaspur,Batala,1985-04-17,0.0
Punjab,Gurdaspur,Batala,1985-04-18,0.0
Punjab,Gurdaspur,Batala,1985-04-19,0.0
Punjab,Gurdaspur,Batala,1985-04-20,0.0
Punjab,Gurdaspur,Batala,1985-04-21,0.0
Punjab,Gurdaspur,Batala,1985-04-22,0.0
Punjab,Gurdaspur,Batala,1985-04-23,0.0
Punjab,Gurdaspur,Batala,1985-04-24,1.70936568
Punjab,Gurdaspur,Batala,1985-04-25,0.0
Punjab,Gurdaspur,Batala,1985-04-26,0.0
Punjab,Gurdaspur,Batala,1985-04-27,0.0
Punjab,Gurdaspur,Batala,1985-04-28,0.0
Punjab,Gurdaspur,Batala,1985-04-29,0.0
Punjab,Gurdaspur,Batala,1985-04-30,0.0
Punjab,Gurdaspur,Batala,1985-05-01,0.6079282296
Punjab,Gurdaspur,Batala,1985-05-02,12.3714988
Punjab,Gurdaspur,Batala,1985-05-03,0.0
Punjab,Gurdaspur,Batala,1985-05-04,0.0
Punjab,Gurdaspur,Batala,1985-05-05,0.0
Punjab,Gurdaspur,Batala,1985-05-06,0.0
Punjab,Gurdaspur,Batala,1985-05-07,0.0
Punjab,Gurdaspur,Batala,1985-05-08,0.0
Punjab,Gurdaspur,Batala,1985-05-09,0.0
Punjab,Gurdaspur,Batala,1985-05-10,0.03587227464
Punjab,Gurdaspur,Batala,1985-05-11,0.0
Punjab,Gurdaspur,Batala,1985-05-12,0.03387937546
Punjab,Gurdaspur,Batala,1985-05-13,0.0
Punjab,Gurdaspur,Batala,1985-05-14,0.0
Punjab,Gurdaspur,Batala,1985-05-15,0.0
Punjab,Gurdaspur,Batala,1985-05-16,0.0
Punjab,Gurdaspur,Batala,1985-05-17,0.0
Punjab,Gurdaspur,Batala,1985-05-18,0.0
Punjab,Gurdaspur,Batala,1985-05-19,0.0
Punjab,Gurdaspur,Batala,1985-05-20,0.0
Punjab,Gurdaspur,Batala,1985-05-21,0.0
Punjab,Gurdaspur,Batala,1985-05-22,0.0
Punjab,Gurdaspur,Batala,1985-05-23,0.0
Punjab,Gurdaspur,Batala,1985-05-24,0.0
Punjab,Gurdaspur,Batala,1985-05-25,1.527813765
Punjab,Gurdaspur,Batala,1985-05-26,0.0
Punjab,Gurdaspur,Batala,1985-05-27,0.0
Punjab,Gurdaspur,Batala,1985-05-28,0.0
Punjab,Gurdaspur,Batala,1985-05-29,0.0
Punjab,Gurdaspur,Batala,1985-05-30,0.0
Punjab,Gurdaspur,Batala,1985-05-31,0.0
Punjab,Gurdaspur,Batala,1985-06-01,0.0
Punjab,Gurdaspur,Batala,1985-06-02,0.0
Punjab,Gurdaspur,Batala,1985-06-03,0.0
Punjab,Gurdaspur,Batala,1985-06-04,0.0
Punjab,Gurdaspur,Batala,1985-06-05,0.0
Punjab,Gurdaspur,Batala,1985-06-06,0.0
Punjab,Gurdaspur,Batala,1985-06-07,0.02391485274
Punjab,Gurdaspur,Batala,1985-06-08,3.537552097
Punjab,Gurdaspur,Batala,1985-06-09,0.0
Punjab,Gurdaspur,Batala,1985-06-10,1.194530046
Punjab,Gurdaspur,Batala,1985-06-11,4.590942364
Punjab,Gurdaspur,Batala,1985-06-12,0.0
Punjab,Gurdaspur,Batala,1985-06-13,0.0
Punjab,Gurdaspur,Batala,1985-06-14,0.0
Punjab,Gurdaspur,Batala,1985-06-15,0.0
Punjab,Gurdaspur,Batala,1985-06-16,0.0
Punjab,Gurdaspur,Batala,1985-06-17,0.0175962159
Punjab,Gurdaspur,Batala,1985-06-18,0.0
Punjab,Gurdaspur,Batala,1985-06-19,0.0
Punjab,Gurdaspur,Batala,1985-06-20,5.20390142
Punjab,Gurdaspur,Batala,1985-06-21,0.06775875092
Punjab,Gurdaspur,Batala,1985-06-22,0.0
Punjab,Gurdaspur,Batala,1985-06-23,0.0
Punjab,Gurdaspur,Batala,1985-06-24,0.01649645269
Punjab,Gurdaspur,Batala,1985-06-25,0.0
Punjab,Gurdaspur,Batala,1985-06-26,0.0
Punjab,Gurdaspur,Batala,1985-06-27,1.029604038
Punjab,Gurdaspur,Batala,1985-06-28,14.55886381
Punjab,Gurdaspur,Batala,1985-06-29,0.0
Punjab,Gurdaspur,Batala,1985-06-30,0.7852553803
Punjab,Gurdaspur,Batala,1985-07-01,0.6211556077
Punjab,Gurdaspur,Batala,1985-07-02,0.0
Punjab,Gurdaspur,Batala,1985-07-03,0.0
Punjab,Gurdaspur,Batala,1985-07-04,0.0
Punjab,Gurdaspur,Batala,1985-07-05,0.0
Punjab,Gurdaspur,Batala,1985-07-06,0.01395032912
Punjab,Gurdaspur,Batala,1985-07-07,6.694321485
Punjab,Gurdaspur,Batala,1985-07-08,13.79936531
Punjab,Gurdaspur,Batala,1985-07-09,12.14105128
Punjab,Gurdaspur,Batala,1985-07-10,3.414199978
Punjab,Gurdaspur,Batala,1985-07-11,0.0
Punjab,Gurdaspur,Batala,1985-07-12,0.0
Punjab,Gurdaspur,Batala,1985-07-13,4.469982209
Punjab,Gurdaspur,Batala,1985-07-14,3.02362324
Punjab,Gurdaspur,Batala,1985-07-15,5.224286051
Punjab,Gurdaspur,Batala,1985-07-16,0.4955807716
Punjab,Gurdaspur,Batala,1985-07-17,32.58080887
Punjab,Gurdaspur,Batala,1985-07-18,21.38077108
Punjab,Gurdaspur,Batala,1985-07-19,152.0074051
Punjab,Gurdaspur,Batala,1985-07-20,31.81846402
Punjab,Gurdaspur,Batala,1985-07-21,0.03587227464
Punjab,Gurdaspur,Batala,1985-07-22,1.261501962
Punjab,Gurdaspur,Batala,1985-07-23,1.261484138
Punjab,Gurdaspur,Batala,1985-07-24,0.6151089859
Punjab,Gurdaspur,Batala,1985-07-25,13.33586419
Punjab,Gurdaspur,Batala,1985-07-26,3.138612726
Punjab,Gurdaspur,Batala,1985-07-27,24.01075884
Punjab,Gurdaspur,Batala,1985-07-28,0.0
Punjab,Gurdaspur,Batala,1985-07-29,9.174559708
Punjab,Gurdaspur,Batala,1985-07-30,1.110274521
Punjab,Gurdaspur,Batala,1985-07-31,21.94988071
Punjab,Gurdaspur,Batala,1985-08-01,15.9112476
Punjab,Gurdaspur,Batala,1985-08-02,0.8266888225
Punjab,Gurdaspur,Batala,1985-08-03,0.4601301512
Punjab,Gurdaspur,Batala,1985-08-04,3.648655206
Punjab,Gurdaspur,Batala,1985-08-05,32.80186146
Punjab,Gurdaspur,Batala,1985-08-06,34.50373417
Punjab,Gurdaspur,Batala,1985-08-07,97.00343834
Punjab,Gurdaspur,Batala,1985-08-08,0.1813542795
Punjab,Gurdaspur,Batala,1985-08-09,0.223205266
Punjab,Gurdaspur,Batala,1985-08-10,0.3408599404
Punjab,Gurdaspur,Batala,1985-08-11,17.22430637
Punjab,Gurdaspur,Batala,1985-08-12,7.906966019
Punjab,Gurdaspur,Batala,1985-08-13,2.822845876
Punjab,Gurdaspur,Batala,1985-08-14,2.351604413
Punjab,Gurdaspur,Batala,1985-08-15,0.0
Punjab,Gurdaspur,Batala,1985-08-16,0.02391485274
Punjab,Gurdaspur,Batala,1985-08-17,8.699336262
Punjab,Gurdaspur,Batala,1985-08-18,5.018946157
Punjab,Gurdaspur,Batala,1985-08-19,12.89620728
Punjab,Gurdaspur,Batala,1985-08-20,0.0
Punjab,Gurdaspur,Batala,1985-08-21,2.695026839
Punjab,Gurdaspur,Batala,1985-08-22,0.0
Punjab,Gurdaspur,Batala,1985-08-23,0.239336915
Punjab,Gurdaspur,Batala,1985-08-24,16.65219252
Punjab,Gurdaspur,Batala,1985-08-25,6.307509694
Punjab,Gurdaspur,Batala,1985-08-26,0.0
Punjab,Gurdaspur,Batala,1985-08-27,0.0
Punjab,Gurdaspur,Batala,1985-08-28,0.0
Punjab,Gurdaspur,Batala,1985-08-29,0.0
Punjab,Gurdaspur,Batala,1985-08-30,0.0
Punjab,Gurdaspur,Batala,1985-08-31,0.0
Punjab,Gurdaspur,Batala,1985-09-01,0.9163178959
Punjab,Gurdaspur,Batala,1985-09-02,0.0
Punjab,Gurdaspur,Batala,1985-09-03,0.0
Punjab,Gurdaspur,Batala,1985-09-04,0.01992904186
Punjab,Gurdaspur,Batala,1985-09-05,0.02391485274
Punjab,Gurdaspur,Batala,1985-09-06,12.78454167
Punjab,Gurdaspur,Batala,1985-09-07,0.0
Punjab,Gurdaspur,Batala,1985-09-08,0.0
Punjab,Gurdaspur,Batala,1985-09-09,0.0
Punjab,Gurdaspur,Batala,1985-09-10,0.0
Punjab,Gurdaspur,Batala,1985-09-11,0.0
Punjab,Gurdaspur,Batala,1985-09-12,0.0
Punjab,Gurdaspur,Batala,1985-09-13,0.0
Punjab,Gurdaspur,Batala,1985-09-14,2.962513494
Punjab,Gurdaspur,Batala,1985-09-15,2.986601248
Punjab,Gurdaspur,Batala,1985-09-16,0.0
Punjab,Gurdaspur,Batala,1985-09-17,1.002029132
Punjab,Gurdaspur,Batala,1985-09-18,8.433184385
Punjab,Gurdaspur,Batala,1985-09-19,0.02391485274
Punjab,Gurdaspur,Batala,1985-09-20,0.0
Punjab,Gurdaspur,Batala,1985-09-21,0.0
Punjab,Gurdaspur,Batala,1985-09-22,0.0
Punjab,Gurdaspur,Batala,1985-09-23,0.2451272392
Punjab,Gurdaspur,Batala,1985-09-24,0.8437144452
Punjab,Gurdaspur,Batala,1985-09-25,0.01992904186
Punjab,Gurdaspur,Batala,1985-09-26,0.2132407522
Punjab,Gurdaspur,Batala,1985-09-27,0.0
Punjab,Gurdaspur,Batala,1985-09-28,0.0
Punjab,Gurdaspur,Batala,1985-09-29,0.0
Punjab,Gurdaspur,Batala,1985-09-30,0.0
Punjab,Gurdaspur,Batala,1985-10-01,0.0
Punjab,Gurdaspur,Batala,1985-10-02,0.0
Punjab,Gurdaspur,Batala,1985-10-03,0.0
Punjab,Gurdaspur,Batala,1985-10-04,0.0
Punjab,Gurdaspur,Batala,1985-10-05,1.337873656
Punjab,Gurdaspur,Batala,1985-10-06,9.084849234
Punjab,Gurdaspur,Batala,1985-10-07,0.0
Punjab,Gurdaspur,Batala,1985-10-08,1.098967707
Punjab,Gurdaspur,Batala,1985-10-09,111.4303585
Punjab,Gurdaspur,Batala,1985-10-10,14.83975777
Punjab,Gurdaspur,Batala,1985-10-11,0.0
Punjab,Gurdaspur,Batala,1985-10-12,0.0
Punjab,Gurdaspur,Batala,1985-10-13,0.0
Punjab,Gurdaspur,Batala,1985-10-14,0.0
Punjab,Gurdaspur,Batala,1985-10-15,0.0
Punjab,Gurdaspur,Batala,1985-10-16,0.0
Punjab,Gurdaspur,Batala,1985-10-17,0.0
Punjab,Gurdaspur,Batala,1985-10-18,0.0
Punjab,Gurdaspur,Batala,1985-10-19,0.0
Punjab,Gurdaspur,Batala,1985-10-20,0.0
Punjab,Gurdaspur,Batala,1985-10-21,0.0
Punjab,Gurdaspur,Batala,1985-10-22,0.0
Punjab,Gurdaspur,Batala,1985-10-23,0.0
Punjab,Gurdaspur,Batala,1985-10-24,0.0
Punjab,Gurdaspur,Batala,1985-10-25,0.0
Punjab,Gurdaspur,Batala,1985-10-26,0.0
Punjab,Gurdaspur,Batala,1985-10-27,0.0
Punjab,Gurdaspur,Batala,1985-10-28,0.0
Punjab,Gurdaspur,Batala,1985-10-29,0.0
Punjab,Gurdaspur,Batala,1985-10-30,0.0
Punjab,Gurdaspur,Batala,1985-10-31,0.0
Punjab,Gurdaspur,Batala,1985-11-01,0.0
Punjab,Gurdaspur,Batala,1985-11-02,0.0
Punjab,Gurdaspur,Batala,1985-11-03,0.0
Punjab,Gurdaspur,Batala,1985-11-04,0.0
Punjab,Gurdaspur,Batala,1985-11-05,0.0
Punjab,Gurdaspur,Batala,1985-11-06,0.0
Punjab,Gurdaspur,Batala,1985-11-07,0.0
Punjab,Gurdaspur,Batala,1985-11-08,0.0
Punjab,Gurdaspur,Batala,1985-11-09,0.0
Punjab,Gurdaspur,Batala,1985-11-10,0.1286323394
Punjab,Gurdaspur,Batala,1985-11-11,0.0
Punjab,Gurdaspur,Batala,1985-11-12,0.0
Punjab,Gurdaspur,Batala,1985-11-13,0.0
Punjab,Gurdaspur,Batala,1985-11-14,0.0
Punjab,Gurdaspur,Batala,1985-11-15,0.0
Punjab,Gurdaspur,Batala,1985-11-16,0.0
Punjab,Gurdaspur,Batala,1985-11-17,0.0
Punjab,Gurdaspur,Batala,1985-11-18,0.0
Punjab,Gurdaspur,Batala,1985-11-19,0.0
Punjab,Gurdaspur,Batala,1985-11-20,0.0
Punjab,Gurdaspur,Batala,1985-11-21,0.0
Punjab,Gurdaspur,Batala,1985-11-22,0.0
Punjab,Gurdaspur,Batala,1985-11-23,0.0
Punjab,Gurdaspur,Batala,1985-11-24,0.0
Punjab,Gurdaspur,Batala,1985-11-25,0.0
Punjab,Gurdaspur,Batala,1985-11-26,0.0
Punjab,Gurdaspur,Batala,1985-11-27,0.0
Punjab,Gurdaspur,Batala,1985-11-28,0.0
Punjab,Gurdaspur,Batala,1985-11-29,0.0
Punjab,Gurdaspur,Batala,1985-11-30,0.0
Punjab,Gurdaspur,Batala,1985-12-01,0.0
Punjab,Gurdaspur,Batala,1985-12-02,0.0
Punjab,Gurdaspur,Batala,1985-12-03,0.0
Punjab,Gurdaspur,Batala,1985-12-04,0.0
Punjab,Gurdaspur,Batala,1985-12-05,0.0
Punjab,Gurdaspur,Batala,1985-12-06,0.0
Punjab,Gurdaspur,Batala,1985-12-07,0.0
Punjab,Gurdaspur,Batala,1985-12-08,0.0
Punjab,Gurdaspur,Batala,1985-12-09,0.04583679914
Punjab,Gurdaspur,Batala,1985-12-10,0.0
Punjab,Gurdaspur,Batala,1985-12-11,0.0
Punjab,Gurdaspur,Batala,1985-12-12,1.777970805
Punjab,Gurdaspur,Batala,1985-12-13,0.0
Punjab,Gurdaspur,Batala,1985-12-14,0.3822496086
Punjab,Gurdaspur,Batala,1985-12-15,8.75762167
Punjab,Gurdaspur,Batala,1985-12-16,2.632127125
Punjab,Gurdaspur,Batala,1985-12-17,0.0
Punjab,Gurdaspur,Batala,1985-12-18,0.0
Punjab,Gurdaspur,Batala,1985-12-19,0.0
Punjab,Gurdaspur,Batala,1985-12-20,0.0
Punjab,Gurdaspur,Batala,1985-12-21,0.0
Punjab,Gurdaspur,Batala,1985-12-22,0.0
Punjab,Gurdaspur,Batala,1985-12-23,0.0
Punjab,Gurdaspur,Batala,1985-12-24,0.2866872191
Punjab,Gurdaspur,Batala,1985-12-25,1.267975965
Punjab,Gurdaspur,Batala,1985-12-26,16.60693653
Punjab,Gurdaspur,Batala,1985-12-27,7.073840499
Punjab,Gurdaspur,Batala,1985-12-28,3.840819311
Punjab,Gurdaspur,Batala,1985-12-29,0.0
Punjab,Gurdaspur,Batala,1985-12-30,0.0
Punjab,Gurdaspur,Batala,1985-12-31,0.0
Punjab,Gurdaspur,Batala,1986-01-01,0.0
Punjab,Gurdaspur,Batala,1986-01-02,0.0
Punjab,Gurdaspur,Batala,1986-01-03,0.0
Punjab,Gurdaspur,Batala,1986-01-04,0.0
Punjab,Gurdaspur,Batala,1986-01-05,0.0
Punjab,Gurdaspur,Batala,1986-01-06,0.0
Punjab,Gurdaspur,Batala,1986-01-07,0.0
Punjab,Gurdaspur,Batala,1986-01-08,0.0
Punjab,Gurdaspur,Batala,1986-01-09,0.0
Punjab,Gurdaspur,Batala,1986-01-10,0.0
Punjab,Gurdaspur,Batala,1986-01-11,0.0
Punjab,Gurdaspur,Batala,1986-01-12,0.0
Punjab,Gurdaspur,Batala,1986-01-13,0.0
Punjab,Gurdaspur,Batala,1986-01-14,0.0
Punjab,Gurdaspur,Batala,1986-01-15,0.0
Punjab,Gurdaspur,Batala,1986-01-16,0.0
Punjab,Gurdaspur,Batala,1986-01-17,0.0
Punjab,Gurdaspur,Batala,1986-01-18,0.0
Punjab,Gurdaspur,Batala,1986-01-19,0.0
Punjab,Gurdaspur,Batala,1986-01-20,0.0
Punjab,Gurdaspur,Batala,1986-01-21,0.0
Punjab,Gurdaspur,Batala,1986-01-22,0.0
Punjab,Gurdaspur,Batala,1986-01-23,0.0
Punjab,Gurdaspur,Batala,1986-01-24,0.0
Punjab,Gurdaspur,Batala,1986-01-25,0.0
Punjab,Gurdaspur,Batala,1986-01-26,0.0
Punjab,Gurdaspur,Batala,1986-01-27,0.0
Punjab,Gurdaspur,Batala,1986-01-28,0.0
Punjab,Gurdaspur,Batala,1986-01-29,0.0
Punjab,Gurdaspur,Batala,1986-01-30,0.0
Punjab,Gurdaspur,Batala,1986-01-31,0.0
Punjab,Gurdaspur,Batala,1986-02-01,0.0
Punjab,Gurdaspur,Batala,1986-02-02,0.0
Punjab,Gurdaspur,Batala,1986-02-03,0.0
Punjab,Gurdaspur,Batala,1986-02-04,0.02391485274
Punjab,Gurdaspur,Batala,1986-02-05,0.0
Punjab,Gurdaspur,Batala,1986-02-06,0.0
Punjab,Gurdaspur,Batala,1986-02-07,0.0
Punjab,Gurdaspur,Batala,1986-02-08,0.0
Punjab,Gurdaspur,Batala,1986-02-09,1.003836132
Punjab,Gurdaspur,Batala,1986-02-10,8.023522024
Punjab,Gurdaspur,Batala,1986-02-11,15.87654703
Punjab,Gurdaspur,Batala,1986-02-12,3.742653921
Punjab,Gurdaspur,Batala,1986-02-13,1.612248044
Punjab,Gurdaspur,Batala,1986-02-14,0.8027739716
Punjab,Gurdaspur,Batala,1986-02-15,0.0
Punjab,Gurdaspur,Batala,1986-02-16,0.0
Punjab,Gurdaspur,Batala,1986-02-17,0.1911248043
Punjab,Gurdaspur,Batala,1986-02-18,5.794187479
Punjab,Gurdaspur,Batala,1986-02-19,0.0
Punjab,Gurdaspur,Batala,1986-02-20,0.4304617193
Punjab,Gurdaspur,Batala,1986-02-21,2.29454138
Punjab,Gurdaspur,Batala,1986-02-22,2.842407947
Punjab,Gurdaspur,Batala,1986-02-23,0.0
Punjab,Gurdaspur,Batala,1986-02-24,0.0
Punjab,Gurdaspur,Batala,1986-02-25,0.0
Punjab,Gurdaspur,Batala,1986-02-26,0.0
Punjab,Gurdaspur,Batala,1986-02-27,0.0
Punjab,Gurdaspur,Batala,1986-02-28,0.0
Punjab,Gurdaspur,Batala,1986-03-01,0.0
Punjab,Gurdaspur,Batala,1986-03-02,0.0
Punjab,Gurdaspur,Batala,1986-03-03,0.0
Punjab,Gurdaspur,Batala,1986-03-04,0.0
Punjab,Gurdaspur,Batala,1986-03-05,0.0
Punjab,Gurdaspur,Batala,1986-03-06,0.0
Punjab,Gurdaspur,Batala,1986-03-07,0.0
Punjab,Gurdaspur,Batala,1986-03-08,0.0
Punjab,Gurdaspur,Batala,1986-03-09,0.0
Punjab,Gurdaspur,Batala,1986-03-10,0.0
Punjab,Gurdaspur,Batala,1986-03-11,0.3344684139
Punjab,Gurdaspur,Batala,1986-03-12,0.1433436096
Punjab,Gurdaspur,Batala,1986-03-13,1.738942562
Punjab,Gurdaspur,Batala,1986-03-14,1.674364333
Punjab,Gurdaspur,Batala,1986-03-15,14.71550316
Punjab,Gurdaspur,Batala,1986-03-16,0.0
Punjab,Gurdaspur,Batala,1986-03-17,0.0
Punjab,Gurdaspur,Batala,1986-03-18,12.26232437
Punjab,Gurdaspur,Batala,1986-03-19,0.08170907021
Punjab,Gurdaspur,Batala,1986-03-20,0.0
Punjab,Gurdaspur,Batala,1986-03-21,0.0
Punjab,Gurdaspur,Batala,1986-03-22,0.2448310697
Punjab,Gurdaspur,Batala,1986-03-23,0.0
Punjab,Gurdaspur,Batala,1986-03-24,0.0
Punjab,Gurdaspur,Batala,1986-03-25,0.0
Punjab,Gurdaspur,Batala,1986-03-26,0.1632207051
Punjab,Gurdaspur,Batala,1986-03-27,0.0
Punjab,Gurdaspur,Batala,1986-03-28,0.0
Punjab,Gurdaspur,Batala,1986-03-29,0.0
Punjab,Gurdaspur,Batala,1986-03-30,0.0
Punjab,Gurdaspur,Batala,1986-03-31,0.0
Punjab,Gurdaspur,Batala,1986-04-01,0.0
Punjab,Gurdaspur,Batala,1986-04-02,0.0
Punjab,Gurdaspur,Batala,1986-04-03,0.0
Punjab,Gurdaspur,Batala,1986-04-04,0.0
Punjab,Gurdaspur,Batala,1986-04-05,0.0
Punjab,Gurdaspur,Batala,1986-04-06,0.0
Punjab,Gurdaspur,Batala,1986-04-07,0.0
Punjab,Gurdaspur,Batala,1986-04-08,0.0
Punjab,Gurdaspur,Batala,1986-04-09,0.0
Punjab,Gurdaspur,Batala,1986-04-10,0.0
Punjab,Gurdaspur,Batala,1986-04-11,0.0
Punjab,Gurdaspur,Batala,1986-04-12,0.5017642021
Punjab,Gurdaspur,Batala,1986-04-13,0.0
Punjab,Gurdaspur,Batala,1986-04-14,0.0
Punjab,Gurdaspur,Batala,1986-04-15,0.0
Punjab,Gurdaspur,Batala,1986-04-16,0.0
Punjab,Gurdaspur,Batala,1986-04-17,0.0
Punjab,Gurdaspur,Batala,1986-04-18,0.0
Punjab,Gurdaspur,Batala,1986-04-19,0.0
Punjab,Gurdaspur,Batala,1986-04-20,0.0
Punjab,Gurdaspur,Batala,1986-04-21,0.0
Punjab,Gurdaspur,Batala,1986-04-22,0.0
Punjab,Gurdaspur,Batala,1986-04-23,0.0
Punjab,Gurdaspur,Batala,1986-04-24,0.0
Punjab,Gurdaspur,Batala,1986-04-25,4.541092048
Punjab,Gurdaspur,Batala,1986-04-26,4.301189885
Punjab,Gurdaspur,Batala,1986-04-27,6.289861603
Punjab,Gurdaspur,Batala,1986-04-28,1.507336171
Punjab,Gurdaspur,Batala,1986-04-29,0.0
Punjab,Gurdaspur,Batala,1986-04-30,0.0
Punjab,Gurdaspur,Batala,1986-05-01,0.0
Punjab,Gurdaspur,Batala,1986-05-02,0.0
