State,District,Block,Date,Rainfall,Max_Temperature,Min_Temperature
Punjab,Tarn Taran,Tarn Taran,01-01-1985,0.0,16.45031261,6.218187559
Punjab,Tarn Taran,Tarn Taran,02-01-1985,0.0,16.0562372,4.978375192
Punjab,Tarn Taran,Tarn Taran,03-01-1985,0.0,14.86469964,5.469562537
Punjab,Tarn Taran,Tarn Taran,04-01-1985,0.0,16.65816274,6.299137307
Punjab,Tarn Taran,Tarn Taran,05-01-1985,0.0,14.06312499,7.237812608
Punjab,Tarn Taran,Tarn Taran,06-01-1985,0.0,14.57198743,5.865137331
Punjab,Tarn Taran,Tarn Taran,07-01-1985,0.0,17.93897476,5.479887377
Punjab,Tarn Taran,Tarn Taran,08-01-1985,0.0,16.64711293,5.276587652
Punjab,Tarn Taran,Tarn Taran,09-01-1985,0.0,18.68702477,4.924849929
Punjab,Tarn Taran,Tarn Taran,10-01-1985,0.0,19.0644125,3.849737572
Punjab,Tarn Taran,Tarn Taran,11-01-1985,0.0,19.41856223,3.739162454
Punjab,Tarn Taran,Tarn Taran,12-01-1985,0.0,19.61644984,4.946725132
Punjab,Tarn Taran,Tarn Taran,13-01-1985,0.0,19.68287467,3.577437505
Punjab,Tarn Taran,Tarn Taran,14-01-1985,0.0,20.16792536,3.17433742
Punjab,Tarn Taran,Tarn Taran,15-01-1985,0.0,20.46000078,4.930274828
Punjab,Tarn Taran,Tarn Taran,16-01-1985,0.0,18.77661302,3.224462528
Punjab,Tarn Taran,Tarn Taran,17-01-1985,0.0,19.68177465,3.702512545
Punjab,Tarn Taran,Tarn Taran,18-01-1985,0.0,20.82367517,6.235437513
Punjab,Tarn Taran,Tarn Taran,19-01-1985,0.0,19.74466278,9.417224931
Punjab,Tarn Taran,Tarn Taran,20-01-1985,0.0,21.65583783,7.243774916
Punjab,Tarn Taran,Tarn Taran,21-01-1985,0.01675683618,18.6585751,8.09727468
Punjab,Tarn Taran,Tarn Taran,22-01-1985,0.0,20.23418745,6.118162556
Punjab,Tarn Taran,Tarn Taran,23-01-1985,0.0,20.91062505,4.438412499
Punjab,Tarn Taran,Tarn Taran,24-01-1985,0.0,21.01738693,4.61867489
Punjab,Tarn Taran,Tarn Taran,25-01-1985,0.0,21.28579983,4.76676241
Punjab,Tarn Taran,Tarn Taran,26-01-1985,0.01675683618,20.83407485,6.980437576
Punjab,Tarn Taran,Tarn Taran,27-01-1985,0.4734654915,19.98832546,5.407562684
Punjab,Tarn Taran,Tarn Taran,28-01-1985,0.0,19.88854963,4.24677495
Punjab,Tarn Taran,Tarn Taran,29-01-1985,0.0,21.19895035,5.42317507
Punjab,Tarn Taran,Tarn Taran,30-01-1985,0.0,22.1069002,5.331874937
Punjab,Tarn Taran,Tarn Taran,31-01-1985,0.0,22.00148708,5.035199814
Punjab,Tarn Taran,Tarn Taran,01-02-1985,0.0,21.90446172,4.963487463
Punjab,Tarn Taran,Tarn Taran,02-02-1985,0.0,21.77942534,4.758562427
Punjab,Tarn Taran,Tarn Taran,03-02-1985,0.0,20.95033752,6.841937477
Punjab,Tarn Taran,Tarn Taran,04-02-1985,3.177811811,22.67464912,9.114775031
Punjab,Tarn Taran,Tarn Taran,05-02-1985,0.0,19.76427475,9.098487248
Punjab,Tarn Taran,Tarn Taran,06-02-1985,0.0,20.92803773,4.944049978
Punjab,Tarn Taran,Tarn Taran,07-02-1985,0.0,21.45062499,5.491162423
Punjab,Tarn Taran,Tarn Taran,08-02-1985,0.0,23.00612435,6.164287577
Punjab,Tarn Taran,Tarn Taran,09-02-1985,0.0,23.26223743,5.394437372
Punjab,Tarn Taran,Tarn Taran,10-02-1985,0.0,23.07678721,3.939700148
Punjab,Tarn Taran,Tarn Taran,11-02-1985,0.0,23.23475012,4.482712516
Punjab,Tarn Taran,Tarn Taran,12-02-1985,0.0,23.05702548,4.126699883
Punjab,Tarn Taran,Tarn Taran,13-02-1985,0.0,23.46807461,5.024462613
Punjab,Tarn Taran,Tarn Taran,14-02-1985,0.0,23.57848784,5.848649899
Punjab,Tarn Taran,Tarn Taran,15-02-1985,0.0,23.69166221,5.499962434
Punjab,Tarn Taran,Tarn Taran,16-02-1985,0.0,24.20579998,5.922049838
Punjab,Tarn Taran,Tarn Taran,17-02-1985,0.0,24.58251297,6.400925094
Punjab,Tarn Taran,Tarn Taran,18-02-1985,0.0,25.98730012,7.02457503
Punjab,Tarn Taran,Tarn Taran,19-02-1985,0.0,27.21317515,7.656187412
Punjab,Tarn Taran,Tarn Taran,20-02-1985,0.0,27.22614916,10.08422504
Punjab,Tarn Taran,Tarn Taran,21-02-1985,0.0,22.39712444,6.987012586
Punjab,Tarn Taran,Tarn Taran,22-02-1985,0.0,24.47113734,7.002012594
Punjab,Tarn Taran,Tarn Taran,23-02-1985,0.0,24.5902374,7.002624994
Punjab,Tarn Taran,Tarn Taran,24-02-1985,0.0,26.16203767,8.425812647
Punjab,Tarn Taran,Tarn Taran,25-02-1985,0.0,26.65196231,8.461587548
Punjab,Tarn Taran,Tarn Taran,26-02-1985,0.0,27.12295024,7.769937646
Punjab,Tarn Taran,Tarn Taran,27-02-1985,0.0,26.79959966,9.099199847
Punjab,Tarn Taran,Tarn Taran,28-02-1985,0.0,29.71167573,11.45761237
Punjab,Tarn Taran,Tarn Taran,01-03-1985,0.0,28.88126246,10.82418752
Punjab,Tarn Taran,Tarn Taran,02-03-1985,0.0,29.62472547,11.83853727
Punjab,Tarn Taran,Tarn Taran,03-03-1985,0.0,29.94720039,11.71237472
Punjab,Tarn Taran,Tarn Taran,04-03-1985,0.0,30.30651227,11.6830625
Punjab,Tarn Taran,Tarn Taran,05-03-1985,0.0,30.81682535,13.38196207
Punjab,Tarn Taran,Tarn Taran,06-03-1985,0.0,30.75148771,14.18735036
Punjab,Tarn Taran,Tarn Taran,07-03-1985,0.0,31.01417506,11.9036376
Punjab,Tarn Taran,Tarn Taran,08-03-1985,0.0,29.45049959,10.89986223
Punjab,Tarn Taran,Tarn Taran,09-03-1985,0.0,27.9368623,12.68453756
Punjab,Tarn Taran,Tarn Taran,10-03-1985,0.0,29.65683739,11.57327472
Punjab,Tarn Taran,Tarn Taran,11-03-1985,0.0,29.75911242,10.56358729
Punjab,Tarn Taran,Tarn Taran,12-03-1985,0.0,30.30252447,13.01553745
Punjab,Tarn Taran,Tarn Taran,13-03-1985,0.0,29.72802521,10.36315031
Punjab,Tarn Taran,Tarn Taran,14-03-1985,0.0,29.60201268,9.043524971
Punjab,Tarn Taran,Tarn Taran,15-03-1985,0.0,28.75811296,9.280799843
Punjab,Tarn Taran,Tarn Taran,16-03-1985,0.0,29.31545056,13.63111267
Punjab,Tarn Taran,Tarn Taran,17-03-1985,0.0,30.8312872,12.94249984
Punjab,Tarn Taran,Tarn Taran,18-03-1985,0.0,30.56509991,13.5173629
Punjab,Tarn Taran,Tarn Taran,19-03-1985,0.0,26.30712508,12.16611251
Punjab,Tarn Taran,Tarn Taran,20-03-1985,0.0,28.14168712,11.18730037
Punjab,Tarn Taran,Tarn Taran,21-03-1985,0.0,29.15048766,11.63991247
Punjab,Tarn Taran,Tarn Taran,22-03-1985,0.0,31.18646317,13.44757511
Punjab,Tarn Taran,Tarn Taran,23-03-1985,0.0,31.50911273,16.83503793
Punjab,Tarn Taran,Tarn Taran,24-03-1985,0.0,30.54728781,15.71449979
Punjab,Tarn Taran,Tarn Taran,25-03-1985,0.0,30.50452524,14.25423733
Punjab,Tarn Taran,Tarn Taran,26-03-1985,0.0,32.06771132,16.53252419
Punjab,Tarn Taran,Tarn Taran,27-03-1985,0.0,31.78144924,18.56285043
Punjab,Tarn Taran,Tarn Taran,28-03-1985,3.320240903,34.65138783,17.44124949
Punjab,Tarn Taran,Tarn Taran,29-03-1985,0.0,32.39421245,17.48801204
Punjab,Tarn Taran,Tarn Taran,30-03-1985,2.734072227,29.03212501,15.37952543
Punjab,Tarn Taran,Tarn Taran,31-03-1985,0.0,29.95907496,14.60763759
Punjab,Tarn Taran,Tarn Taran,01-04-1985,0.0,31.84655076,16.21083785
Punjab,Tarn Taran,Tarn Taran,02-04-1985,0.0,33.11545083,16.94205019
Punjab,Tarn Taran,Tarn Taran,03-04-1985,0.05529755831,31.43953773,16.27557527
Punjab,Tarn Taran,Tarn Taran,04-04-1985,10.86863379,28.24192483,15.29979955
Punjab,Tarn Taran,Tarn Taran,05-04-1985,0.0,29.14298812,15.31834985
Punjab,Tarn Taran,Tarn Taran,06-04-1985,0.02681093752,31.41185022,17.17792474
Punjab,Tarn Taran,Tarn Taran,07-04-1985,0.5497305393,29.67848725,15.48739977
Punjab,Tarn Taran,Tarn Taran,08-04-1985,2.60175892,31.93854949,17.1790503
Punjab,Tarn Taran,Tarn Taran,09-04-1985,4.26686125,31.85225017,16.32255041
Punjab,Tarn Taran,Tarn Taran,10-04-1985,1.791551657,26.3137628,13.5754376
Punjab,Tarn Taran,Tarn Taran,11-04-1985,0.0,29.00289992,14.14405041
Punjab,Tarn Taran,Tarn Taran,12-04-1985,0.0,31.8389247,16.87891238
Punjab,Tarn Taran,Tarn Taran,13-04-1985,0.0,31.92966292,18.84440012
Punjab,Tarn Taran,Tarn Taran,14-04-1985,2.420093584,30.55126187,15.53976275
Punjab,Tarn Taran,Tarn Taran,15-04-1985,0.0,32.36482617,16.56531281
Punjab,Tarn Taran,Tarn Taran,16-04-1985,0.0,33.58418828,16.70998804
Punjab,Tarn Taran,Tarn Taran,17-04-1985,0.0,35.50503694,17.4543753
Punjab,Tarn Taran,Tarn Taran,18-04-1985,0.0,37.17202427,18.59544976
Punjab,Tarn Taran,Tarn Taran,19-04-1985,0.0,38.16151185,20.33429987
Punjab,Tarn Taran,Tarn Taran,20-04-1985,0.0,39.56252456,19.97883779
Punjab,Tarn Taran,Tarn Taran,21-04-1985,0.0,40.3880361,21.29388726
Punjab,Tarn Taran,Tarn Taran,22-04-1985,0.0,39.67029917,21.14638767
Punjab,Tarn Taran,Tarn Taran,23-04-1985,0.0,38.39327436,20.19453766
Punjab,Tarn Taran,Tarn Taran,24-04-1985,1.866751115,38.26198576,20.09897524
Punjab,Tarn Taran,Tarn Taran,25-04-1985,0.0,36.92642507,20.74051257
Punjab,Tarn Taran,Tarn Taran,26-04-1985,0.0,37.64185028,19.07848709
Punjab,Tarn Taran,Tarn Taran,27-04-1985,0.0,37.81793659,19.77179984
Punjab,Tarn Taran,Tarn Taran,28-04-1985,0.0,39.23166139,21.31997545
Punjab,Tarn Taran,Tarn Taran,29-04-1985,0.0,40.41963877,22.55645056
Punjab,Tarn Taran,Tarn Taran,30-04-1985,0.0,40.25261193,21.16493738
Punjab,Tarn Taran,Tarn Taran,01-05-1985,0.5681103766,40.61456293,22.71083727
Punjab,Tarn Taran,Tarn Taran,02-05-1985,9.106813931,38.94591211,18.19738772
Punjab,Tarn Taran,Tarn Taran,03-05-1985,0.0,35.24843781,18.84988732
Punjab,Tarn Taran,Tarn Taran,04-05-1985,0.0,36.87813727,20.13912513
Punjab,Tarn Taran,Tarn Taran,05-05-1985,0.0,36.96827358,20.13526205
Punjab,Tarn Taran,Tarn Taran,06-05-1985,0.0,38.54368668,20.87331307
Punjab,Tarn Taran,Tarn Taran,07-05-1985,0.0,40.49382433,22.44501269
Punjab,Tarn Taran,Tarn Taran,08-05-1985,0.0,41.15949967,24.82757439
Punjab,Tarn Taran,Tarn Taran,09-05-1985,0.0,40.76318854,23.98567532
Punjab,Tarn Taran,Tarn Taran,10-05-1985,0.0,37.75806311,22.93702429
Punjab,Tarn Taran,Tarn Taran,11-05-1985,0.0,37.63253681,21.63927464
Punjab,Tarn Taran,Tarn Taran,12-05-1985,0.0,36.72692517,20.0885497
Punjab,Tarn Taran,Tarn Taran,13-05-1985,0.0,39.13529986,22.92468737
Punjab,Tarn Taran,Tarn Taran,14-05-1985,0.0,37.41302503,18.87082509
Punjab,Tarn Taran,Tarn Taran,15-05-1985,0.0,38.0923859,19.48856215
Punjab,Tarn Taran,Tarn Taran,16-05-1985,0.0,38.99812499,19.84210066
Punjab,Tarn Taran,Tarn Taran,17-05-1985,0.0,40.52127358,21.4584621
Punjab,Tarn Taran,Tarn Taran,18-05-1985,0.0,42.04416286,22.51662541
Punjab,Tarn Taran,Tarn Taran,19-05-1985,0.0,42.75153821,22.74898732
Punjab,Tarn Taran,Tarn Taran,20-05-1985,0.0,43.08897447,23.15851336
Punjab,Tarn Taran,Tarn Taran,21-05-1985,0.0,44.05586204,24.88977437
Punjab,Tarn Taran,Tarn Taran,22-05-1985,0.0,42.36412331,25.8683129
Punjab,Tarn Taran,Tarn Taran,23-05-1985,0.0,40.08713707,24.83828764
Punjab,Tarn Taran,Tarn Taran,24-05-1985,0.0,41.54841124,26.86766271
Punjab,Tarn Taran,Tarn Taran,25-05-1985,4.491610198,42.04109978,22.50640078
Punjab,Tarn Taran,Tarn Taran,26-05-1985,0.0,40.37462329,23.47673814
Punjab,Tarn Taran,Tarn Taran,27-05-1985,0.0,42.0164741,24.24100011
Punjab,Tarn Taran,Tarn Taran,28-05-1985,0.0,42.41364993,22.52012502
Punjab,Tarn Taran,Tarn Taran,29-05-1985,0.0,43.06864969,23.85672449
Punjab,Tarn Taran,Tarn Taran,30-05-1985,0.0,43.70942467,25.24815078
Punjab,Tarn Taran,Tarn Taran,31-05-1985,0.0,43.83898775,26.7975877
Punjab,Tarn Taran,Tarn Taran,01-06-1985,0.0,42.50220086,25.21772466
Punjab,Tarn Taran,Tarn Taran,02-06-1985,0.0,41.51177599,25.31050013
Punjab,Tarn Taran,Tarn Taran,03-06-1985,0.08180862665,38.31716104,22.95747552
Punjab,Tarn Taran,Tarn Taran,04-06-1985,0.0,39.18801388,23.75928736
Punjab,Tarn Taran,Tarn Taran,05-06-1985,0.0,41.28024986,24.6085245
Punjab,Tarn Taran,Tarn Taran,06-06-1985,0.0,43.12958803,26.36786242
Punjab,Tarn Taran,Tarn Taran,07-06-1985,0.0,41.62033863,24.85317547
Punjab,Tarn Taran,Tarn Taran,08-06-1985,1.878440824,38.62128704,22.68533733
Punjab,Tarn Taran,Tarn Taran,09-06-1985,0.0,34.02690135,22.19061247
Punjab,Tarn Taran,Tarn Taran,10-06-1985,1.249387658,37.24577521,25.40119995
Punjab,Tarn Taran,Tarn Taran,11-06-1985,19.23921337,39.57311178,20.75342515
Punjab,Tarn Taran,Tarn Taran,12-06-1985,0.0,33.63528653,22.44259975
Punjab,Tarn Taran,Tarn Taran,13-06-1985,0.0,37.58470012,25.50254972
Punjab,Tarn Taran,Tarn Taran,14-06-1985,0.0,40.1065751,25.50491281
Punjab,Tarn Taran,Tarn Taran,15-06-1985,0.0,42.05182377,27.05287579
Punjab,Tarn Taran,Tarn Taran,16-06-1985,0.0,42.61532331,26.47529967
Punjab,Tarn Taran,Tarn Taran,17-06-1985,4.421422994,42.01528857,26.39553777
Punjab,Tarn Taran,Tarn Taran,18-06-1985,0.0,42.02652461,27.33062468
Punjab,Tarn Taran,Tarn Taran,19-06-1985,0.0,43.24987397,27.88216292
Punjab,Tarn Taran,Tarn Taran,20-06-1985,1.728857561,42.79242425,27.01772539
Punjab,Tarn Taran,Tarn Taran,21-06-1985,0.0,40.77985005,26.16976203
Punjab,Tarn Taran,Tarn Taran,22-06-1985,0.0,41.48683867,26.30583751
Punjab,Tarn Taran,Tarn Taran,23-06-1985,0.0,41.57883691,27.42576184
Punjab,Tarn Taran,Tarn Taran,24-06-1985,4.145084064,42.80110005,26.45233753
Punjab,Tarn Taran,Tarn Taran,25-06-1985,0.0,41.2622758,27.69673779
Punjab,Tarn Taran,Tarn Taran,26-06-1985,0.0,41.44784998,27.61323731
Punjab,Tarn Taran,Tarn Taran,27-06-1985,0.7496325195,41.52866229,27.37065009
Punjab,Tarn Taran,Tarn Taran,28-06-1985,6.939472761,39.14994974,23.26043797
Punjab,Tarn Taran,Tarn Taran,29-06-1985,0.0,36.88372544,26.0021505
Punjab,Tarn Taran,Tarn Taran,30-06-1985,4.425136629,37.8081876,22.42445002
Punjab,Tarn Taran,Tarn Taran,01-07-1985,0.6496815562,35.42487636,24.24042504
Punjab,Tarn Taran,Tarn Taran,02-07-1985,0.0,37.69443809,25.33952479
Punjab,Tarn Taran,Tarn Taran,03-07-1985,0.0,39.0760488,26.89384989
Punjab,Tarn Taran,Tarn Taran,04-07-1985,0.0,40.61982462,27.48178775
Punjab,Tarn Taran,Tarn Taran,05-07-1985,0.0,41.39634957,27.82852518
Punjab,Tarn Taran,Tarn Taran,06-07-1985,0.0,40.98025156,27.76129942
Punjab,Tarn Taran,Tarn Taran,07-07-1985,0.0,38.71811238,24.99626336
Punjab,Tarn Taran,Tarn Taran,08-07-1985,3.842636817,34.01872532,24.28313707
Punjab,Tarn Taran,Tarn Taran,09-07-1985,10.37561916,35.43950034,24.6027624
Punjab,Tarn Taran,Tarn Taran,10-07-1985,5.620970627,32.57282502,23.41288784
Punjab,Tarn Taran,Tarn Taran,11-07-1985,0.03016230583,32.54651248,24.91966292
Punjab,Tarn Taran,Tarn Taran,12-07-1985,0.0,34.33675079,25.67611265
Punjab,Tarn Taran,Tarn Taran,13-07-1985,4.414026432,33.43231231,25.80018706
Punjab,Tarn Taran,Tarn Taran,14-07-1985,11.1606655,33.29663607,25.04337559
Punjab,Tarn Taran,Tarn Taran,15-07-1985,23.17127569,32.72863858,24.6272244
Punjab,Tarn Taran,Tarn Taran,16-07-1985,1.58953397,31.71375049,24.79529998
Punjab,Tarn Taran,Tarn Taran,17-07-1985,15.3045083,30.78617524,23.97708701
Punjab,Tarn Taran,Tarn Taran,18-07-1985,14.83219962,30.26769965,24.38710081
Punjab,Tarn Taran,Tarn Taran,19-07-1985,104.6991946,30.2733496,23.65383739
Punjab,Tarn Taran,Tarn Taran,20-07-1985,19.28991151,28.83837539,23.19159962
Punjab,Tarn Taran,Tarn Taran,21-07-1985,0.0,30.53098772,23.81805003
Punjab,Tarn Taran,Tarn Taran,22-07-1985,0.0,32.97308699,24.67480029
Punjab,Tarn Taran,Tarn Taran,23-07-1985,0.7506118834,32.94524883,25.35562449
Punjab,Tarn Taran,Tarn Taran,24-07-1985,14.85829623,34.7463487,25.98103773
Punjab,Tarn Taran,Tarn Taran,25-07-1985,4.72028555,31.39227427,23.8562251
Punjab,Tarn Taran,Tarn Taran,26-07-1985,1.561791907,30.92789976,24.14523786
Punjab,Tarn Taran,Tarn Taran,27-07-1985,15.56544188,29.37245029,24.41127507
Punjab,Tarn Taran,Tarn Taran,28-07-1985,2.237588545,32.93858871,25.73383752
Punjab,Tarn Taran,Tarn Taran,29-07-1985,0.01675683618,34.67716365,26.05332541
Punjab,Tarn Taran,Tarn Taran,30-07-1985,36.47674055,34.57117507,25.5760507
Punjab,Tarn Taran,Tarn Taran,31-07-1985,3.139002352,32.10394987,25.45263789
Punjab,Tarn Taran,Tarn Taran,01-08-1985,19.61162628,31.00918742,24.39228756
Punjab,Tarn Taran,Tarn Taran,02-08-1985,1.307729357,35.12110027,25.36071168
Punjab,Tarn Taran,Tarn Taran,03-08-1985,0.5889569664,31.95566263,24.85296228
Punjab,Tarn Taran,Tarn Taran,04-08-1985,3.137479633,33.6061487,25.13135019
Punjab,Tarn Taran,Tarn Taran,05-08-1985,28.27403288,30.77222533,24.0316741
Punjab,Tarn Taran,Tarn Taran,06-08-1985,41.93658504,27.71547522,23.55431207
Punjab,Tarn Taran,Tarn Taran,07-08-1985,74.39647835,26.86557513,22.05156199
Punjab,Tarn Taran,Tarn Taran,08-08-1985,0.0,33.14196257,24.2592246
Punjab,Tarn Taran,Tarn Taran,09-08-1985,0.0,33.92641266,25.13312499
Punjab,Tarn Taran,Tarn Taran,10-08-1985,6.281756349,34.72202451,26.16038695
Punjab,Tarn Taran,Tarn Taran,11-08-1985,1.685218236,33.44481356,25.00211226
Punjab,Tarn Taran,Tarn Taran,12-08-1985,0.0,31.16613703,24.27600018
Punjab,Tarn Taran,Tarn Taran,13-08-1985,0.0,33.1841614,25.91897494
Punjab,Tarn Taran,Tarn Taran,14-08-1985,0.0,35.38148803,24.66576287
Punjab,Tarn Taran,Tarn Taran,15-08-1985,0.0,34.23012509,26.2480505
Punjab,Tarn Taran,Tarn Taran,16-08-1985,0.0,35.08985054,25.79862523
Punjab,Tarn Taran,Tarn Taran,17-08-1985,4.711196246,35.30186198,24.81680034
Punjab,Tarn Taran,Tarn Taran,18-08-1985,0.341406821,34.01616249,24.87956305
Punjab,Tarn Taran,Tarn Taran,19-08-1985,0.0,33.05128681,25.65711256
Punjab,Tarn Taran,Tarn Taran,20-08-1985,0.0,34.60659966,25.91266203
Punjab,Tarn Taran,Tarn Taran,21-08-1985,0.0,34.53368779,26.14881299
Punjab,Tarn Taran,Tarn Taran,22-08-1985,0.0,34.71291359,26.61162468
Punjab,Tarn Taran,Tarn Taran,23-08-1985,0.0,34.51093832,25.51222482
Punjab,Tarn Taran,Tarn Taran,24-08-1985,0.9517441458,34.13062587,25.14471228
Punjab,Tarn Taran,Tarn Taran,25-08-1985,0.0,34.35422416,24.05486305
Punjab,Tarn Taran,Tarn Taran,26-08-1985,0.0,34.07403733,24.79947484
Punjab,Tarn Taran,Tarn Taran,27-08-1985,0.0,34.65901227,24.63545046
Punjab,Tarn Taran,Tarn Taran,28-08-1985,0.0,34.96558803,25.31658665
Punjab,Tarn Taran,Tarn Taran,29-08-1985,0.0,35.80981329,26.32557554
Punjab,Tarn Taran,Tarn Taran,30-08-1985,0.0,36.04308596,25.80202509
Punjab,Tarn Taran,Tarn Taran,31-08-1985,0.0,35.96662432,26.43282509
Punjab,Tarn Taran,Tarn Taran,01-09-1985,0.9592231858,35.06020044,24.36842484
Punjab,Tarn Taran,Tarn Taran,02-09-1985,0.0,35.45755045,24.77011186
Punjab,Tarn Taran,Tarn Taran,03-09-1985,0.0,35.33072511,24.88589998
Punjab,Tarn Taran,Tarn Taran,04-09-1985,0.0,35.12969936,25.41318761
Punjab,Tarn Taran,Tarn Taran,05-09-1985,0.0,35.11502463,24.03163707
Punjab,Tarn Taran,Tarn Taran,06-09-1985,17.71749952,34.78283631,22.35538711
Punjab,Tarn Taran,Tarn Taran,07-09-1985,0.0,34.19115057,23.51691172
Punjab,Tarn Taran,Tarn Taran,08-09-1985,0.0,34.72805016,22.83440026
Punjab,Tarn Taran,Tarn Taran,09-09-1985,0.0,35.04521227,23.95621226
Punjab,Tarn Taran,Tarn Taran,10-09-1985,0.0,35.44952332,23.32657507
Punjab,Tarn Taran,Tarn Taran,11-09-1985,0.0,35.5539488,22.82049931
Punjab,Tarn Taran,Tarn Taran,12-09-1985,0.0,35.32657497,22.31168771
Punjab,Tarn Taran,Tarn Taran,13-09-1985,0.0,34.56217495,22.60900074
Punjab,Tarn Taran,Tarn Taran,14-09-1985,2.041373308,33.58852567,21.46021267
Punjab,Tarn Taran,Tarn Taran,15-09-1985,0.0,32.88842556,21.91812473
Punjab,Tarn Taran,Tarn Taran,16-09-1985,0.0,33.05474927,22.17042532
Punjab,Tarn Taran,Tarn Taran,17-09-1985,3.352828686,33.6359743,22.90736265
Punjab,Tarn Taran,Tarn Taran,18-09-1985,8.501533494,32.0703738,22.25569951
Punjab,Tarn Taran,Tarn Taran,19-09-1985,0.0,31.43023811,22.03996285
Punjab,Tarn Taran,Tarn Taran,20-09-1985,0.0,33.6435375,22.52707575
Punjab,Tarn Taran,Tarn Taran,21-09-1985,0.0,33.83898647,22.75431229
Punjab,Tarn Taran,Tarn Taran,22-09-1985,0.0,33.73668719,22.7778506
Punjab,Tarn Taran,Tarn Taran,23-09-1985,0.0,34.00168811,22.96815036
Punjab,Tarn Taran,Tarn Taran,24-09-1985,1.781007437,32.61939986,21.35458784
Punjab,Tarn Taran,Tarn Taran,25-09-1985,0.0,30.21141276,20.71288722
Punjab,Tarn Taran,Tarn Taran,26-09-1985,0.0,32.8611503,22.31417521
Punjab,Tarn Taran,Tarn Taran,27-09-1985,0.0,32.91277627,22.06802496
Punjab,Tarn Taran,Tarn Taran,28-09-1985,0.0,33.93712391,21.79497491
Punjab,Tarn Taran,Tarn Taran,29-09-1985,0.0,34.41912457,21.71165067
Punjab,Tarn Taran,Tarn Taran,30-09-1985,0.0,34.57025042,21.59293793
Punjab,Tarn Taran,Tarn Taran,01-10-1985,0.0,34.62942427,22.13421233
Punjab,Tarn Taran,Tarn Taran,02-10-1985,0.0,34.56652655,22.21405045
Punjab,Tarn Taran,Tarn Taran,03-10-1985,0.0,33.98323771,22.73412451
Punjab,Tarn Taran,Tarn Taran,04-10-1985,0.0,32.12324917,22.06851283
Punjab,Tarn Taran,Tarn Taran,05-10-1985,5.554589245,33.13821294,21.79315026
Punjab,Tarn Taran,Tarn Taran,06-10-1985,10.90648313,32.78406295,20.68853792
Punjab,Tarn Taran,Tarn Taran,07-10-1985,0.0,28.59741293,19.52646224
Punjab,Tarn Taran,Tarn Taran,08-10-1985,4.562698393,29.32681245,18.8876002
Punjab,Tarn Taran,Tarn Taran,09-10-1985,89.57304102,28.73037454,17.00061301
Punjab,Tarn Taran,Tarn Taran,10-10-1985,12.16409132,24.774662,16.28412553
Punjab,Tarn Taran,Tarn Taran,11-10-1985,0.1083106542,27.20463789,16.03594998
Punjab,Tarn Taran,Tarn Taran,12-10-1985,0.0,29.37788773,16.66032464
Punjab,Tarn Taran,Tarn Taran,13-10-1985,0.0,31.32599977,17.32643688
Punjab,Tarn Taran,Tarn Taran,14-10-1985,0.0,31.60211286,17.37479943
Punjab,Tarn Taran,Tarn Taran,15-10-1985,0.0,31.35347478,18.3238879
Punjab,Tarn Taran,Tarn Taran,16-10-1985,0.0,29.21165008,15.29017493
Punjab,Tarn Taran,Tarn Taran,17-10-1985,0.0,30.78216254,12.84912484
Punjab,Tarn Taran,Tarn Taran,18-10-1985,0.0,29.87794976,12.62670003
Punjab,Tarn Taran,Tarn Taran,19-10-1985,0.0,29.9357249,12.24828742
Punjab,Tarn Taran,Tarn Taran,20-10-1985,0.0,30.30717494,12.87651229
Punjab,Tarn Taran,Tarn Taran,21-10-1985,0.0,30.95542526,13.41758772
Punjab,Tarn Taran,Tarn Taran,22-10-1985,0.0,31.21339975,13.73975006
Punjab,Tarn Taran,Tarn Taran,23-10-1985,0.0,30.43646234,12.95548729
Punjab,Tarn Taran,Tarn Taran,24-10-1985,0.0,30.37947469,13.04847502
Punjab,Tarn Taran,Tarn Taran,25-10-1985,0.0,30.47306293,13.80344986
Punjab,Tarn Taran,Tarn Taran,26-10-1985,0.0,29.99658731,13.19794974
Punjab,Tarn Taran,Tarn Taran,27-10-1985,0.0,29.91754934,12.44497515
Punjab,Tarn Taran,Tarn Taran,28-10-1985,0.0,29.98936284,12.12859998
Punjab,Tarn Taran,Tarn Taran,29-10-1985,0.0,29.95402456,12.35087475
Punjab,Tarn Taran,Tarn Taran,30-10-1985,0.0,29.94337543,12.39456213
Punjab,Tarn Taran,Tarn Taran,31-10-1985,0.0,30.12527513,12.87443732
Punjab,Tarn Taran,Tarn Taran,01-11-1985,0.0,29.49995024,13.57777469
Punjab,Tarn Taran,Tarn Taran,02-11-1985,0.0,29.82577523,14.5429876
Punjab,Tarn Taran,Tarn Taran,03-11-1985,0.0,29.5637007,12.47593722
Punjab,Tarn Taran,Tarn Taran,04-11-1985,0.0,29.05661181,11.35102492
Punjab,Tarn Taran,Tarn Taran,05-11-1985,0.0,28.15952539,11.53058747
Punjab,Tarn Taran,Tarn Taran,06-11-1985,0.0,28.44768758,11.95117503
Punjab,Tarn Taran,Tarn Taran,07-11-1985,0.0,28.31008818,11.94845006
Punjab,Tarn Taran,Tarn Taran,08-11-1985,0.0,28.45807446,11.05887518
Punjab,Tarn Taran,Tarn Taran,09-11-1985,0.0,27.99947428,11.14744999
